kanji,hiragana,english,level
見込み,みこみ,"hope, prospects, expectation",N1
見逃す,みのがす,"to miss, to overlook, to leave at large",N1
見通し,みとおし,"perspective, unobstructed view, outlook, forecast, prospect, insight",N1
規制,きせい,regulation,N1
規定,きてい,"regulation, provisions",N1
規格,きかく,"standard, norm",N1
規模,きぼ,"scale, scope, plan, structure",N1
規範,きはん,"model, standard, pattern, norm, criterion, example",N1
規約,きやく,"agreement, rules, code",N1
視察,しさつ,"inspection, observation",N1
視点,してん,"opinion, point of view, visual point",N1
視覚,しかく,"sense of sight, vision",N1
視野,しや,"field of vision, outlook",N1
覚え,おぼえ,"memory, sense, experience",N1
親しむ,したしむ,"to be intimate with, to befriend",N1
親善,しんぜん,friendship,N1
観,かん,"look, appearance, spectacle",N1
観点,かんてん,point of view,N1
観衆,かんしゅう,"spectators, onlookers, members of the audience",N1
観覧,かんらん,viewing,N1
解剖,かいぼう,"dissection, autopsy",N1
解除,かいじょ,"cancellation, rescinding, release, calling off",N1
言い訳,いいわけ,"excuse, explanation",N1
言伝,ことづて,"declaration, hearsay",N1
言論,げんろん,discussion,N1
訂正,ていせい,"correction, revision",N1
計器,けいき,"meter, gauge",N1
討論,とうろん,"debate, discussion",N1
討議,とうぎ,"debate, discussion",N1
記す,しるす,"to note, to write down",N1
記名,きめい,"signature, register",N1
記載,きさい,"mention, entry",N1
記述,きじゅつ,"describing, descriptor",N1
訪れる,おとずれる,to visit,N1
設ける,もうける,"to create, to establish",N1
設定,せってい,"establishment, creation",N1
設立,せつりつ,"establishment, foundation, institution",N1
設置,せっち,"establishment, institution",N1
許容,きょよう,"permission, pardon",N1
訴え,うったえ,"lawsuit, complaint",N1
訴訟,そしょう,"litigation, lawsuit",N1
診療,しんりょう,"medical examination and treatment, diagnosis",N1
証,あかし,"proof, evidence",N1
証人,しょうにん,witness,N1
証拠,しょうこ,"evidence, proof",N1
証言,しょうげん,"evidence, testimony",N1
詐欺,さぎ,"fraud, swindle",N1
試み,こころみ,"trial, experiment",N1
試みる,こころみる,"to try, to test",N1
詫び,わび,apology,N1
詰まり,つまり,"in short, in brief, in other words, that is to say, in the long run, after all, blockade, stuffing, ultimate",N1
詰らない,つまらない,"insignificant, boring, trifling",N1
詰る,なじる,"to rebuke, to scold, to tell off",N1
話し合い,はなしあい,"discussion, conference",N1
該当,がいとう,"corresponding, answering to, coming under",N1
詳細,しょうさい,"detail, particulars",N1
誂える,あつらえる,"to give an order, to place an order",N1
誇る,ほこる,"to boast of, to be proud of",N1
誇張,こちょう,exaggeration,N1
認識,にんしき,"recognition, cognizance",N1
誘導,ゆうどう,"guidance, leading, induction, introduction, incitement, inducement",N1
誘惑,ゆうわく,"temptation, allurement, lure",N1
語句,ごく,"words, phrases",N1
語彙,ごい,"vocabulary, glossary",N1
語源,ごげん,"word root, word derivation, etymology",N1
誠,まこと,"truth, faith, fidelity, sincerity, trust, confidence, reliance, devotion",N1
誠実,せいじつ,"sincere, honest, faithful",N1
誤る,あやまる,to make a mistake,N1
誤差,ごさ,error,N1
誤魔化す,ごまかす,"to deceive, to falsify, to misrepresent",N1
説く,とく,"to explain, to advocate, to preach, to persuade",N1
説得,せっとく,persuasion,N1
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll",N1
読者,どくしゃ,reader,N1
課外,かがい,extracurricular,N1
課題,かだい,"subject, theme, task",N1
調べ,しらべ,"preparation, investigation, inspection",N1
調停,ちょうてい,"arbitration, conciliation, mediation",N1
調印,ちょういん,"signature, sign, sealing",N1
調和,ちょうわ,harmony,N1
調理,ちょうり,cooking,N1
諄い,くどい,"verbose, importunate, heavy (taste)",N1
論理,ろんり,logic,N1
論議,ろんぎ,discussion,N1
諦め,あきらめ,"resignation, acceptance, consolation",N1
諮る,はかる,"to consult with, to confer",N1
諸,しょ,"various, many, several",N1
諸君,しょくん,"Gentlemen!, Ladies!",N1
謙る,へりくだる,to deprecate oneself and praise the listener,N1
講習,こうしゅう,"short course, training",N1
講読,こうどく,"reading, translation",N1
謝絶,しゃぜつ,refusal,N1
警戒,けいかい,"warning, admonition, vigilance",N1
警部,けいぶ,police inspector,N1
議事堂,ぎじどう,Diet building,N1
議案,ぎあん,legislative bill,N1
議決,ぎけつ,"resolution, decision, vote",N1
議題,ぎだい,"topic of discussion, agenda",N1
譲歩,じょうほ,"concession, conciliation, compromise",N1
護衛,ごえい,"guard, convoy, escort",N1
豊作,ほうさく,"abundant harvest, bumper crop",N1
象徴,しょうちょう,symbol,N1
貝殻,かいがら,shell,N1
負う,おう,"to bear, to owe",N1
負かす,まかす,to defeat,N1
負債,ふさい,"debt, liabilities",N1
負傷,ふしょう,"injury, wound",N1
負担,ふたん,"burden, charge, responsibility",N1
財,ざい,"fortune, riches",N1
財政,ざいせい,"economy, financial affairs",N1
財源,ざいげん,"source of funds, resources, finances",N1
貧乏,びんぼう,"poverty, destitute, poor",N1
貧困,ひんこん,"poverty, lack",N1
貧弱,ひんじゃく,"poor, meagre, insubstantial",N1
貨幣,かへい,"money, currency, coinage",N1
貫く,つらぬく,to go through,N1
貫禄,かんろく,"presence, dignity",N1
責務,せきむ,"duty, obligation",N1
貯蓄,ちょちく,savings,N1
貴い,たっとい,"precious, valuable, priceless, noble, exalted, sacred",N1
貴女,あなた,"you, lady",N1
貴族,きぞく,"noble, aristocrat",N1
貶す,けなす,to speak ill of,N1
費,ひ,"cost, expense",N1
費やす,ついやす,"to spend, to devote, to waste",N1
賃金,ちんぎん,wages,N1
賄う,まかなう,"to give board to, to provide meals, to pay",N1
資格,しかく,"qualifications, requirements, capabilities",N1
資産,しさん,"property, fortune, means, assets",N1
資金,しきん,"funds, capital",N1
賑わう,にぎわう,"to prosper, to flourish, to do thriving business, to be crowded with people",N1
賛美,さんび,"praise, adoration, glorification",N1
賜る,たまわる,"to grant, to bestow",N1
賠償,ばいしょう,"reparations, indemnity, compensation",N1
賢明,けんめい,"wisdom, intelligence, prudence",N1
質疑,しつぎ,question,N1
質素,しっそ,"simplicity, modesty, frugality",N1
賭け,かけ,"betting, gambling, a gamble",N1
賭ける,かける,"to wager, to bet, to risk, to stake, to gamble",N1
購入,こうにゅう,"purchase, buy",N1
購読,こうどく,subscription (e.g. magazine),N1
購買,こうばい,"purchase, buy",N1
贋物,がんぶつ,"imitation, counterfeit, forgery, sham",N1
赤ちゃん,あかちゃん,"baby, infant",N1
赤らむ,あからむ,"to become red, to redden, to blush",N1
赤字,あかじ,"deficit, go in the red",N1
走行,そうこう,"running a wheeled vehicle (e.g. car), traveling",N1
赴く,おもむく,"to go, to proceed, to repair to, to become",N1
赴任,ふにん,(proceeding to) new appointment,N1
起こす,おこす,"to raise, to cause, to wake someone",N1
起伏,きふく,undulation,N1
起源,きげん,"origin, beginning, rise",N1
起点,きてん,starting point,N1
超,ちょう,"super-, ultra-, hyper-",N1
趣,おもむき,"meaning, tenor, gist, effect, appearance, taste, grace, charm, refinement",N1
趣旨,しゅし,"object, meaning",N1
足し算,たしざん,addition,N1
距離,きょり,"distance, range",N1
跡切れる,とぎれる,"to pause, to be interrupted",N1
跡継ぎ,あとつぎ,"heir, successor",N1
跨がる,またがる,"to extend over or into, to straddle",N1
跨ぐ,またぐ,to straddle,N1
踏まえる,ふまえる,"to be based on, to have origin in",N1
踵,かかと,(shoe) heel,N1
蹴飛ばす,けとばす,"to kick away, to kick off, to kick (someone), to refuse, to reject",N1
躊躇う,ためらう,to hesitate,N1
躓く,つまずく,"to stumble, to trip",N1
身なり,みなり,personal appearance,N1
身振り,みぶり,gesture,N1
身近,みぢか,"near oneself, close to one, familiar",N1
躾,しつけ,"home discipline, training, upbringing, breeding",N1
軈て,やがて,"before long, soon, at length",N1
軋む,きしむ,"to jar, to creak, to grate",N1
軌道,きどう,"orbit, railroad track",N1
軍事,ぐんじ,military affairs,N1
軍備,ぐんび,"armaments, military preparations",N1
軍服,ぐんぷく,military or naval uniform,N1
軍艦,ぐんかん,"warship, battleship",N1
軒並み,のきなみ,row of houses,N1
転じる,てんじる,"to turn, to shift, to alter, to distract",N1
転任,てんにん,change of post,N1
転勤,てんきん,"transfer, transmission",N1
転回,てんかい,"revolution, rotation",N1
転居,てんきょ,"moving, changing residence",N1
転換,てんかん,"convert, divert",N1
転校,てんこう,change schools,N1
転落,てんらく,"fall, degradation, slump",N1
転転,てんてん,"rolling about, moving from place to place, being passed around repeatedly",N1
軸,じく,"axis, stem, shaft, axle",N1
軽快,けいかい,"rhythmical (e.g. melody), casual (e.g. dress), light, nimble",N1
軽減,けいげん,abatement,N1
軽率,けいそつ,"rash, thoughtless, careless, hasty",N1
軽蔑,けいべつ,"scorn, disdain",N1
辛うじて,かろうじて,"barely, narrowly, just manage to do st",N1
辛抱,しんぼう,"patience, endurance",N1
辞職,じしょく,resignation,N1
辞退,じたい,refusal,N1
辟易,へきえき,"wince, shrink back, succumbing to, being frightened, disconcerted",N1
農地,のうち,agricultural land,N1
農場,のうじょう,farm (agriculture),N1
農耕,のうこう,"farming, agriculture",N1
辻褄,つじつま,"coherence, consistency",N1
込める,こめる,"to include, to put into",N1
辿り着く,たどりつく,"to grope along to, to struggle on to, to arrive somewhere after a struggle",N1
辿る,たどる,"to follow (road), to pursue (course), to follow up",N1
迅速,じんそく,"quick, fast, rapid, swift, prompt",N1
近付く,ちかづく,"to approach, to get near, to get acquainted with, to get closer",N1
近眼,きんがん,"nearsightedness, shortsightedness, myopia",N1
近視,きんし,shortsightedness,N1
近郊,きんこう,"suburbs, outskirts",N1
返る,かえる,"to return, to come back, to go back",N1
返済,へんさい,repayment,N1
返答,へんとう,reply,N1
返還,へんかん,"return, restoration",N1
迚も,とても,"very, awfully, exceedingly",N1
迫害,はくがい,persecution,N1
追い出す,おいだす,"to expel, to drive out",N1
追い込む,おいこむ,"to herd, to corner, to drive",N1
追及,ついきゅう,"gaining on, carrying out, solving (crime)",N1
追放,ついほう,"exile, banishment",N1
追跡,ついせき,pursuit,N1
退化,たいか,"degeneration, retrogression",N1
退学,たいがく,dropping out of school,N1
退治,たいじ,extermination,N1
退職,たいしょく,retirement (from office),N1
送金,そうきん,"remittance, sending money",N1
逃げ出す,にげだす,"to run away, to escape from",N1
逃す,のがす,"to let loose, to set free, to let escape",N1
逃れる,のがれる,to escape,N1
逃亡,とうぼう,escape,N1
逃走,とうそう,"flight, desertion, escape",N1
逆上る,さかのぼる,"to go back, to go upstream, to make retroactive",N1
逆立ち,さかだち,"handstand, headstand",N1
逆転,ぎゃくてん,"(sudden) change, reversal, turn-around, coming from behind (baseball)",N1
途上,とじょう,"en route, half way",N1
途中,つちゅう,"on the way, en route",N1
途絶える,とだえる,"to stop, to cease, to come to an end",N1
通,つう,"connoisseur, counter for letters",N1
通りかかる,とおりかかる,to happen to pass by,N1
通常,つうじょう,"common, general, usually",N1
逞しい,たくましい,"burly, strong, sturdy",N1
造り,つくり,"make up, structure, physique",N1
造る,つくる,"to make, to create, to manufacture, to draw up, to write, to compose, to build, to coin, to cultivate, to org",N1
連なる,つらなる,"to extend, to stretch out, to stand in a row",N1
連ねる,つらねる,"to link, to join, to put together",N1
連中,れんじゅう,"colleagues, company, a lot",N1
連休,れんきゅう,consecutive holidays,N1
連帯,れんたい,solidarity,N1
連日,れんじつ,"every day, prolonged",N1
連盟,れんめい,"league, union, alliance",N1
連邦,れんぽう,"commonwealth, federation of states",N1
進み,すすみ,progress,N1
進出,しんしゅつ,"advance, step forward",N1
進化,しんか,"evolution, progress",N1
進呈,しんてい,presentation,N1
進展,しんてん,"progress, development",N1
進度,しんど,progress,N1
進行,しんこう,advance,N1
進路,しんろ,"course, route",N1
逸らす,そらす,"to turn away, to avert",N1
遂げる,とげる,"to accomplish, to achieve, to carry out",N1
遅くとも,おそくとも,at the latest,N1
遅らす,おくらす,"to retard, to delay",N1
遅れ,おくれ,"delay, lag",N1
遊牧,ゆうぼく,nomadism,N1
運命,うんめい,fate,N1
運営,うんえい,"management, administration, operation",N1
運搬,うんぱん,"transport, carriage",N1
運用,うんよう,"making use of, application, investment, practical use",N1
運賃,うんちん,"freight rates, shipping expenses, fare",N1
運輸,うんゆ,transportation,N1
運送,うんそう,"shipping, marine transportation",N1
過ぎ,すぎ,"past, after",N1
過ち,あやまち,"fault, error, indiscretion",N1
過労,かろう,"overwork, strain",N1
過多,かた,"excess, superabundance",N1
過密,かみつ,crowded,N1
過疎,かそ,depopulation,N1
道場,どうじょう,"dojo, hall used for martial arts training, mandala",N1
達成,たっせい,achievement,N1
達者,たっしゃ,"skillful, in good health",N1
違える,ちがえる,to change,N1
遠ざかる,とおざかる,to go far off,N1
遠回り,とおまわり,"detour, roundabout way",N1
遠方,えんぽう,"long way, distant place",N1
遣い,つかい,"mission, simple task, doing",N1
